model,group,group_dataset_count,rank_pos,competitor,ratio,gnn_stage,avg_rank,competitor_dataset_count,source_file
tabtransformer,small_datasets+regression+balanced,6,10,tabtransformer,0.05/0.15/0.8,start,8.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,11,tabpfn,0.8/0.15/0.05,none,9.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,12,xgboost,0.05/0.15/0.8,none,10.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,13,catboost,0.05/0.15/0.8,none,11.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,14,tabtransformer,0.8/0.15/0.05,none,12.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,15,t2g-former,0.05/0.15/0.8,none,15.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,16,xgboost,0.8/0.15/0.05,none,15.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,17,catboost,0.8/0.15/0.05,none,16.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,18,t2g-former,0.8/0.15/0.05,none,17.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,19,lightgbm,0.8/0.15/0.05,none,17.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,1,tabgnn,0.05/0.15/0.8,none,4.56,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,2,tabpfn,0.05/0.15/0.8,none,5.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,3,tabtransformer,0.05/0.15/0.8,columnwise,6.44,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,4,tabtransformer,0.05/0.15/0.8,decoding,6.97,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,5,tabtransformer,0.05/0.15/0.8,start,7.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,6,tabtransformer,0.05/0.15/0.8,none,7.19,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,7,tabtransformer,0.05/0.15/0.8,encoding,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,8,tabpfn,0.8/0.15/0.05,none,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,9,tabtransformer,0.05/0.15/0.8,materialize,7.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,10,tabgnn,0.8/0.15/0.05,none,9.22,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,11,xgboost,0.05/0.15/0.8,none,10.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,12,lightgbm,0.05/0.15/0.8,none,10.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,13,tabtransformer,0.8/0.15/0.05,none,10.94,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,14,catboost,0.05/0.15/0.8,none,11.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,15,lightgbm,0.8/0.15/0.05,none,14.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,16,xgboost,0.8/0.15/0.05,none,15.08,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,17,t2g-former,0.05/0.15/0.8,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,18,catboost,0.8/0.15/0.05,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+balanced,6,19,t2g-former,0.8/0.15/0.05,none,16.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,1,tabgnn,0.05/0.15/0.8,none,3.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,2,tabgnn,0.8/0.15/0.05,none,4.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,3,tabtransformer,0.05/0.15/0.8,none,5.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,4,tabpfn,0.05/0.15/0.8,none,6.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,5,tabtransformer,0.05/0.15/0.8,encoding,6.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,6,tabtransformer,0.05/0.15/0.8,columnwise,7.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,7,tabtransformer,0.05/0.15/0.8,decoding,7.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,8,tabtransformer,0.05/0.15/0.8,materialize,7.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,9,lightgbm,0.05/0.15/0.8,none,7.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,10,tabtransformer,0.05/0.15/0.8,start,8.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,11,tabpfn,0.8/0.15/0.05,none,9.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,12,xgboost,0.05/0.15/0.8,none,10.8,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,13,catboost,0.05/0.15/0.8,none,11.0,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,14,tabtransformer,0.8/0.15/0.05,none,12.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,15,t2g-former,0.05/0.15/0.8,none,15.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,16,xgboost,0.8/0.15/0.05,none,15.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,17,catboost,0.8/0.15/0.05,none,16.6,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,18,t2g-former,0.8/0.15/0.05,none,17.2,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,19,lightgbm,0.8/0.15/0.05,none,17.4,5,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,1,tabgnn,0.05/0.15/0.8,none,4.56,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,2,tabpfn,0.05/0.15/0.8,none,5.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,3,tabtransformer,0.05/0.15/0.8,columnwise,6.44,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,4,tabtransformer,0.05/0.15/0.8,decoding,6.97,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,5,tabtransformer,0.05/0.15/0.8,start,7.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,6,tabtransformer,0.05/0.15/0.8,none,7.19,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,7,tabtransformer,0.05/0.15/0.8,encoding,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,8,tabpfn,0.8/0.15/0.05,none,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,9,tabtransformer,0.05/0.15/0.8,materialize,7.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,10,tabgnn,0.8/0.15/0.05,none,9.22,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,11,xgboost,0.05/0.15/0.8,none,10.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,12,lightgbm,0.05/0.15/0.8,none,10.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,13,tabtransformer,0.8/0.15/0.05,none,10.94,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,14,catboost,0.05/0.15/0.8,none,11.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,15,lightgbm,0.8/0.15/0.05,none,14.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,16,xgboost,0.8/0.15/0.05,none,15.08,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,17,t2g-former,0.05/0.15/0.8,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,18,catboost,0.8/0.15/0.05,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+categorical,5,19,t2g-former,0.8/0.15/0.05,none,16.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,1,tabgnn,0.05/0.15/0.8,none,4.56,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,2,tabpfn,0.05/0.15/0.8,none,5.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,3,tabtransformer,0.05/0.15/0.8,columnwise,6.44,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,4,tabtransformer,0.05/0.15/0.8,decoding,6.97,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,5,tabtransformer,0.05/0.15/0.8,start,7.11,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,6,tabtransformer,0.05/0.15/0.8,none,7.19,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,7,tabtransformer,0.05/0.15/0.8,encoding,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,8,tabpfn,0.8/0.15/0.05,none,7.5,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,9,tabtransformer,0.05/0.15/0.8,materialize,7.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,10,tabgnn,0.8/0.15/0.05,none,9.22,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,11,xgboost,0.05/0.15/0.8,none,10.17,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,12,lightgbm,0.05/0.15/0.8,none,10.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,13,tabtransformer,0.8/0.15/0.05,none,10.94,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,14,catboost,0.05/0.15/0.8,none,11.69,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,15,lightgbm,0.8/0.15/0.05,none,14.78,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,16,xgboost,0.8/0.15/0.05,none,15.08,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,17,t2g-former,0.05/0.15/0.8,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,18,catboost,0.8/0.15/0.05,none,15.14,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
tabtransformer,small_datasets+regression+numerical,36,19,t2g-former,0.8/0.15/0.05,none,16.81,36,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/tabtransformer_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,1,tabpfn,0.8/0.15/0.05,none,1.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,2,t2g-former,0.8/0.15/0.05,none,2.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,3,catboost,0.8/0.15/0.05,none,3.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,4,lightgbm,0.8/0.15/0.05,none,3.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,5,xgboost,0.8/0.15/0.05,none,5.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,6,trompt,0.8/0.15/0.05,none,6.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,7,tabpfn,0.05/0.15/0.8,none,8.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,8,t2g-former,0.05/0.15/0.8,none,9.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,9,trompt,0.05/0.15/0.8,columnwise,9.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,10,catboost,0.05/0.15/0.8,none,9.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,11,trompt,0.05/0.15/0.8,encoding,10.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,12,lightgbm,0.05/0.15/0.8,none,10.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,13,trompt,0.05/0.15/0.8,none,11.83,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,14,xgboost,0.05/0.15/0.8,none,12.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,15,trompt,0.05/0.15/0.8,start,14.17,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,16,trompt,0.05/0.15/0.8,materialize,15.67,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,17,tabgnn,0.8/0.15/0.05,none,17.5,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,18,trompt,0.05/0.15/0.8,decoding,18.0,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,19,tabgnn,0.05/0.15/0.8,none,18.33,6,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,1,t2g-former,0.8/0.15/0.05,none,1.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,2,tabpfn,0.8/0.15/0.05,none,2.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,3,trompt,0.8/0.15/0.05,none,3.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,4,catboost,0.8/0.15/0.05,none,4.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,5,lightgbm,0.8/0.15/0.05,none,4.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,6,xgboost,0.8/0.15/0.05,none,5.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,7,t2g-former,0.05/0.15/0.8,none,9.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,8,trompt,0.05/0.15/0.8,encoding,9.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,9,catboost,0.05/0.15/0.8,none,10.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,10,tabpfn,0.05/0.15/0.8,none,10.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,11,trompt,0.05/0.15/0.8,none,11.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,12,xgboost,0.05/0.15/0.8,none,11.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,13,tabgnn,0.8/0.15/0.05,none,12.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,14,trompt,0.05/0.15/0.8,columnwise,12.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,15,lightgbm,0.05/0.15/0.8,none,12.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,16,tabgnn,0.05/0.15/0.8,none,16.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,17,trompt,0.05/0.15/0.8,start,16.67,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,18,trompt,0.05/0.15/0.8,materialize,17.33,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,19,trompt,0.05/0.15/0.8,decoding,19.0,3,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,1,trompt,0.05/0.15/0.8,decoding,1.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,2,tabpfn,0.05/0.15/0.8,none,2.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,3,tabpfn,0.8/0.15/0.05,none,3.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,4,tabgnn,0.05/0.15/0.8,none,4.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,5,tabgnn,0.8/0.15/0.05,none,5.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,6,trompt,0.05/0.15/0.8,materialize,6.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,7,t2g-former,0.05/0.15/0.8,none,7.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,8,t2g-former,0.8/0.15/0.05,none,8.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,9,trompt,0.05/0.15/0.8,start,9.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,10,catboost,0.05/0.15/0.8,none,10.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,11,catboost,0.8/0.15/0.05,none,11.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
trompt,large_datasets+binclass+numerical,6,12,trompt,0.05/0.15/0.8,encoding,12.0,1,/home/shangyuan/ModelComparison/TaBLEau/gnn_enhancement_analysis/trompt_gnn_enhancement.md
